"","poem_number","poem_title","book_title","stanza_number","line","line_number"
"1",1,"Introduction","Songs of Innocence",1,"Piping down the valleys wild,",1
"2",1,"Introduction","Songs of Innocence",1,"Piping songs of pleasant glee,",2
"3",1,"Introduction","Songs of Innocence",1,"On a cloud I saw a child,",3
"4",1,"Introduction","Songs of Innocence",1,"And he laughing said to me:",4
"5",1,"Introduction","Songs of Innocence",2,"‘Pipe a song about a Lamb!’",5
"6",1,"Introduction","Songs of Innocence",2,"So I piped with merry cheer.",6
"7",1,"Introduction","Songs of Innocence",2,"‘Piper, pipe that song again.’",7
"8",1,"Introduction","Songs of Innocence",2,"So I piped: he wept to hear.",8
"9",1,"Introduction","Songs of Innocence",3,"‘Drop thy pipe, thy happy pipe;",9
"10",1,"Introduction","Songs of Innocence",3,"Sing thy songs of happy cheer!’",10
"11",1,"Introduction","Songs of Innocence",3,"So I sung the same again,",11
"12",1,"Introduction","Songs of Innocence",3,"While he wept with joy to hear.",12
"13",1,"Introduction","Songs of Innocence",4,"‘Piper, sit thee down and write",13
"14",1,"Introduction","Songs of Innocence",4,"In a book, that all may read.’",14
"15",1,"Introduction","Songs of Innocence",4,"So he vanished from my sight;",15
"16",1,"Introduction","Songs of Innocence",4,"And I plucked a hollow reed,",16
"17",1,"Introduction","Songs of Innocence",5,"And I made a rural pen,",17
"18",1,"Introduction","Songs of Innocence",5,"And I stained the water clear,",18
"19",1,"Introduction","Songs of Innocence",5,"And I wrote my happy songs",19
"20",1,"Introduction","Songs of Innocence",5,"Every child may joy to hear.",20
"21",2,"The Shepherd","Songs of Innocence",1,"How sweet is the shepherd’s sweet lot!",1
"22",2,"The Shepherd","Songs of Innocence",1,"From the morn to the evening he strays;",2
"23",2,"The Shepherd","Songs of Innocence",1,"He shall follow his sheep all the day,",3
"24",2,"The Shepherd","Songs of Innocence",1,"And his tongue shall be fillèd with praise.",4
"25",2,"The Shepherd","Songs of Innocence",2,"For he hears the lambs’ innocent call,",5
"26",2,"The Shepherd","Songs of Innocence",2,"And he hears the ewes’ tender reply;",6
"27",2,"The Shepherd","Songs of Innocence",2,"He is watchful while they are in peace,",7
"28",2,"The Shepherd","Songs of Innocence",2,"For they know when their shepherd is nigh.",8
"29",3,"The Echoing Green","Songs of Innocence",1,"The sun does arise,",1
"30",3,"The Echoing Green","Songs of Innocence",1,"And make happy the skies;",2
"31",3,"The Echoing Green","Songs of Innocence",1,"The merry bells ring",3
"32",3,"The Echoing Green","Songs of Innocence",1,"To welcome the Spring;",4
"33",3,"The Echoing Green","Songs of Innocence",1,"The skylark and thrush,",5
"34",3,"The Echoing Green","Songs of Innocence",1,"The birds of the bush,",6
"35",3,"The Echoing Green","Songs of Innocence",1,"Sing louder around",7
"36",3,"The Echoing Green","Songs of Innocence",1,"To the bells’ cheerful sound;",8
"37",3,"The Echoing Green","Songs of Innocence",1,"While our sports shall be seen",9
"38",3,"The Echoing Green","Songs of Innocence",1,"On the echoing green.",10
"39",3,"The Echoing Green","Songs of Innocence",2,"Old John, with white hair,",11
"40",3,"The Echoing Green","Songs of Innocence",2,"Does laugh away care,",12
"41",3,"The Echoing Green","Songs of Innocence",2,"Sitting under the oak,",13
"42",3,"The Echoing Green","Songs of Innocence",2,"Among the old folk.",14
"43",3,"The Echoing Green","Songs of Innocence",2,"They laugh at our play,",15
"44",3,"The Echoing Green","Songs of Innocence",2,"And soon they all say,",16
"45",3,"The Echoing Green","Songs of Innocence",2,"‘Such, such were the joys",17
"46",3,"The Echoing Green","Songs of Innocence",2,"When we all—girls and boys—",18
"47",3,"The Echoing Green","Songs of Innocence",2,"In our youth-time were seen",19
"48",3,"The Echoing Green","Songs of Innocence",2,"On the echoing green.’",20
"49",3,"The Echoing Green","Songs of Innocence",3,"Till the little ones, weary,",21
"50",3,"The Echoing Green","Songs of Innocence",3,"No more can be merry:",22
"51",3,"The Echoing Green","Songs of Innocence",3,"The sun does descend,",23
"52",3,"The Echoing Green","Songs of Innocence",3,"And our sports have an end.",24
"53",3,"The Echoing Green","Songs of Innocence",3,"Round the laps of their mothers",25
"54",3,"The Echoing Green","Songs of Innocence",3,"Many sisters and brothers,",26
"55",3,"The Echoing Green","Songs of Innocence",3,"Like birds in their nest,",27
"56",3,"The Echoing Green","Songs of Innocence",3,"Are ready for rest,",28
"57",3,"The Echoing Green","Songs of Innocence",3,"And sport no more seen",29
"58",3,"The Echoing Green","Songs of Innocence",3,"On the darkening green.",30
"59",4,"The Lamb","Songs of Innocence",1,"Little lamb, who made thee?",1
"60",4,"The Lamb","Songs of Innocence",1,"Does thou know who made thee,",2
"61",4,"The Lamb","Songs of Innocence",1,"Gave thee life, and bid thee feed",3
"62",4,"The Lamb","Songs of Innocence",1,"By the stream and o’er the mead;",4
"63",4,"The Lamb","Songs of Innocence",1,"Gave thee clothing of delight,",5
"64",4,"The Lamb","Songs of Innocence",1,"Softest clothing, woolly, bright;",6
"65",4,"The Lamb","Songs of Innocence",1,"Gave thee such a tender voice,",7
"66",4,"The Lamb","Songs of Innocence",1,"Making all the vales rejoice?",8
"67",4,"The Lamb","Songs of Innocence",1,"Little lamb, who made thee?",9
"68",4,"The Lamb","Songs of Innocence",1,"Does thou know who made thee?",10
"69",4,"The Lamb","Songs of Innocence",2,"Little lamb, I’ll tell thee;",11
"70",4,"The Lamb","Songs of Innocence",2,"Little lamb, I’ll tell thee:",12
"71",4,"The Lamb","Songs of Innocence",2,"He is callèd by thy name,",13
"72",4,"The Lamb","Songs of Innocence",2,"For He calls Himself a Lamb.",14
"73",4,"The Lamb","Songs of Innocence",2,"He is meek, and He is mild,",15
"74",4,"The Lamb","Songs of Innocence",2,"He became a little child.",16
"75",4,"The Lamb","Songs of Innocence",2,"I a child, and thou a lamb,",17
"76",4,"The Lamb","Songs of Innocence",2,"We are callèd by His name.",18
"77",4,"The Lamb","Songs of Innocence",2,"Little lamb, God bless thee!",19
"78",4,"The Lamb","Songs of Innocence",2,"Little lamb, God bless thee!",20
"79",5,"The Little Black Boy","Songs of Innocence",1,"My mother bore me in the southern wild,",1
"80",5,"The Little Black Boy","Songs of Innocence",1,"And I am black, but O my soul is white!",2
"81",5,"The Little Black Boy","Songs of Innocence",1,"White as an angel is the English child,",3
"82",5,"The Little Black Boy","Songs of Innocence",1,"But I am black, as if bereaved of light.",4
"83",5,"The Little Black Boy","Songs of Innocence",2,"My mother taught me underneath a tree,",5
"84",5,"The Little Black Boy","Songs of Innocence",2,"And, sitting down before the heat of day,",6
"85",5,"The Little Black Boy","Songs of Innocence",2,"She took me on her lap and kissèd me,",7
"86",5,"The Little Black Boy","Songs of Innocence",2,"And, pointing to the East, began to say:",8
"87",5,"The Little Black Boy","Songs of Innocence",3,"‘Look on the rising sun: there God does live,",9
"88",5,"The Little Black Boy","Songs of Innocence",3,"And gives His light, and gives His heat away,",10
"89",5,"The Little Black Boy","Songs of Innocence",3,"And flowers and trees and beasts and men receive",11
"90",5,"The Little Black Boy","Songs of Innocence",3,"Comfort in morning, joy in the noonday.",12
"91",5,"The Little Black Boy","Songs of Innocence",4,"‘And we are put on earth a little space,",13
"92",5,"The Little Black Boy","Songs of Innocence",4,"That we may learn to bear the beams of love;",14
"93",5,"The Little Black Boy","Songs of Innocence",4,"And these black bodies and this sunburnt face",15
"94",5,"The Little Black Boy","Songs of Innocence",4,"Are but a cloud, and like a shady grove.",16
"95",5,"The Little Black Boy","Songs of Innocence",5,"‘For, when our souls have learned the heat to bear,",17
"96",5,"The Little Black Boy","Songs of Innocence",5,"The cloud will vanish, we shall hear His voice,",18
"97",5,"The Little Black Boy","Songs of Innocence",5,"Saying, “Come out from the grove, my love and care,",19
"98",5,"The Little Black Boy","Songs of Innocence",5,"And round my golden tent like lambs rejoice.”’",20
"99",5,"The Little Black Boy","Songs of Innocence",6,"Thus did my mother say, and kissed me,",21
"100",5,"The Little Black Boy","Songs of Innocence",6,"And thus I say to little English boy.",22
"101",5,"The Little Black Boy","Songs of Innocence",6,"When I from black, and he from white cloud free,",23
"102",5,"The Little Black Boy","Songs of Innocence",6,"And round the tent of God like lambs we joy,",24
"103",5,"The Little Black Boy","Songs of Innocence",7,"I’ll shade him from the heat till he can bear",25
"104",5,"The Little Black Boy","Songs of Innocence",7,"To lean in joy upon our Father’s knee;",26
"105",5,"The Little Black Boy","Songs of Innocence",7,"And then I’ll stand and stroke his silver hair,",27
"106",5,"The Little Black Boy","Songs of Innocence",7,"And be like him, and he will then love me.",28
"107",6,"The Blossom","Songs of Innocence",1,"Merry, merry sparrow!",1
"108",6,"The Blossom","Songs of Innocence",1,"Under leaves so green",2
"109",6,"The Blossom","Songs of Innocence",1,"A happy blossom",3
"110",6,"The Blossom","Songs of Innocence",1,"Sees you, swift as arrow,",4
"111",6,"The Blossom","Songs of Innocence",1,"Seek your cradle narrow,",5
"112",6,"The Blossom","Songs of Innocence",1,"Near my bosom.",6
"113",6,"The Blossom","Songs of Innocence",2,"Pretty, pretty robin!",7
"114",6,"The Blossom","Songs of Innocence",2,"Under leaves so green",8
"115",6,"The Blossom","Songs of Innocence",2,"A happy blossom",9
"116",6,"The Blossom","Songs of Innocence",2,"Hears you sobbing, sobbing,",10
"117",6,"The Blossom","Songs of Innocence",2,"Pretty, pretty robin,",11
"118",6,"The Blossom","Songs of Innocence",2,"Near my bosom.",12
"119",7,"The Chimney-Sweeper","Songs of Innocence",1,"When my mother died I was very young,",1
"120",7,"The Chimney-Sweeper","Songs of Innocence",1,"And my father sold me while yet my tongue",2
"121",7,"The Chimney-Sweeper","Songs of Innocence",1,"Could scarcely cry ‘Weep! weep! weep! weep!’",3
"122",7,"The Chimney-Sweeper","Songs of Innocence",1,"So your chimneys I sweep, and in soot I sleep.",4
"123",7,"The Chimney-Sweeper","Songs of Innocence",2,"There’s little Tom Dacre, who cried when his head,",5
"124",7,"The Chimney-Sweeper","Songs of Innocence",2,"That curled like a lamb’s back, was shaved; so I said,",6
"125",7,"The Chimney-Sweeper","Songs of Innocence",2,"‘Hush, Tom! never mind it, for, when your head’s bare,",7
"126",7,"The Chimney-Sweeper","Songs of Innocence",2,"You know that the soot cannot spoil your white hair.’",8
"127",7,"The Chimney-Sweeper","Songs of Innocence",3,"And so he was quiet, and that very night,",9
"128",7,"The Chimney-Sweeper","Songs of Innocence",3,"As Tom was a-sleeping, he had such a sight!—",10
"129",7,"The Chimney-Sweeper","Songs of Innocence",3,"That thousands of sweepers, Dick, Joe, Ned, and Jack,",11
"130",7,"The Chimney-Sweeper","Songs of Innocence",3,"Were all of them locked up in coffins of black.",12
"131",7,"The Chimney-Sweeper","Songs of Innocence",4,"And by came an angel, who had a bright key,",13
"132",7,"The Chimney-Sweeper","Songs of Innocence",4,"And he opened the coffins, and set them all free;",14
"133",7,"The Chimney-Sweeper","Songs of Innocence",4,"Then down a green plain, leaping, laughing, they run",15
"134",7,"The Chimney-Sweeper","Songs of Innocence",4,"And wash in a river, and shine in the sun.",16
"135",7,"The Chimney-Sweeper","Songs of Innocence",5,"Then naked and white, all their bags left behind,",17
"136",7,"The Chimney-Sweeper","Songs of Innocence",5,"They rise upon clouds, and sport in the wind:",18
"137",7,"The Chimney-Sweeper","Songs of Innocence",5,"And the angel told Tom, if he’d be a good boy,",19
"138",7,"The Chimney-Sweeper","Songs of Innocence",5,"He’d have God for his father, and never want joy.",20
"139",7,"The Chimney-Sweeper","Songs of Innocence",6,"And so Tom awoke, and we rose in the dark,",21
"140",7,"The Chimney-Sweeper","Songs of Innocence",6,"And got with our bags and our brushes to work.",22
"141",7,"The Chimney-Sweeper","Songs of Innocence",6,"Though the morning was cold, Tom was happy and warm:",23
"142",7,"The Chimney-Sweeper","Songs of Innocence",6,"So, if all do their duty, they need not fear harm.",24
"143",8,"The Little Boy Lost","Songs of Innocence",1,"‘Father, father, where are you going?",1
"144",8,"The Little Boy Lost","Songs of Innocence",1,"O do not walk so fast!",2
"145",8,"The Little Boy Lost","Songs of Innocence",1,"Speak, father, speak to your little boy,",3
"146",8,"The Little Boy Lost","Songs of Innocence",1,"Or else I shall be lost.’",4
"147",8,"The Little Boy Lost","Songs of Innocence",2,"The night was dark, no father was there,",5
"148",8,"The Little Boy Lost","Songs of Innocence",2,"The child was wet with dew;",6
"149",8,"The Little Boy Lost","Songs of Innocence",2,"The mire was deep, and the child did weep,",7
"150",8,"The Little Boy Lost","Songs of Innocence",2,"And away the vapour flew.",8
"151",9,"The Little Boy Found","Songs of Innocence",1,"The little boy lost in the lonely fen,",1
"152",9,"The Little Boy Found","Songs of Innocence",1,"Led by the wandering light,",2
"153",9,"The Little Boy Found","Songs of Innocence",1,"Began to cry, but God, ever nigh,",3
"154",9,"The Little Boy Found","Songs of Innocence",1,"Appeared like his father, in white.",4
"155",9,"The Little Boy Found","Songs of Innocence",2,"He kissed the child, and by the hand led,",5
"156",9,"The Little Boy Found","Songs of Innocence",2,"And to his mother brought,",6
"157",9,"The Little Boy Found","Songs of Innocence",2,"Who in sorrow pale, through the lonely dale,",7
"158",9,"The Little Boy Found","Songs of Innocence",2,"Her little boy weeping sought.",8
"159",10,"Laughing Song","Songs of Innocence",1,"When the green woods laugh with the voice of joy,",1
"160",10,"Laughing Song","Songs of Innocence",1,"And the dimpling stream runs laughing by;",2
"161",10,"Laughing Song","Songs of Innocence",1,"When the air does laugh with our merry wit,",3
"162",10,"Laughing Song","Songs of Innocence",1,"And the green hill laughs with the noise of it;",4
"163",10,"Laughing Song","Songs of Innocence",2,"When the meadows laugh with lively green,",5
"164",10,"Laughing Song","Songs of Innocence",2,"And the grasshopper laughs in the merry scene;",6
"165",10,"Laughing Song","Songs of Innocence",2,"When Mary and Susan and Emily",7
"166",10,"Laughing Song","Songs of Innocence",2,"With their sweet round mouths sing ‘Ha ha he!’",8
"167",10,"Laughing Song","Songs of Innocence",3,"When the painted birds laugh in the shade,",9
"168",10,"Laughing Song","Songs of Innocence",3,"Where our table with cherries and nuts is spread:",10
"169",10,"Laughing Song","Songs of Innocence",3,"Come live, and be merry, and join with me,",11
"170",10,"Laughing Song","Songs of Innocence",3,"To sing the sweet chorus of ‘Ha ha he!’",12
"171",11,"A Cradle Song","Songs of Innocence",1,"Sweet dreams, form a shade",1
"172",11,"A Cradle Song","Songs of Innocence",1,"O’er my lovely infant’s head!",2
"173",11,"A Cradle Song","Songs of Innocence",1,"Sweet dreams of pleasant streams",3
"174",11,"A Cradle Song","Songs of Innocence",1,"By happy, silent, moony beams!",4
"175",11,"A Cradle Song","Songs of Innocence",2,"Sweet Sleep, with soft down",5
"176",11,"A Cradle Song","Songs of Innocence",2,"Weave thy brows an infant crown!",6
"177",11,"A Cradle Song","Songs of Innocence",2,"Sweet Sleep, angel mild,",7
"178",11,"A Cradle Song","Songs of Innocence",2,"Hover o’er my happy child!",8
"179",11,"A Cradle Song","Songs of Innocence",3,"Sweet smiles, in the night",9
"180",11,"A Cradle Song","Songs of Innocence",3,"Hover over my delight!",10
"181",11,"A Cradle Song","Songs of Innocence",3,"Sweet smiles, mother’s smiles,",11
"182",11,"A Cradle Song","Songs of Innocence",3,"All the livelong night beguiles.",12
"183",11,"A Cradle Song","Songs of Innocence",4,"Sweet moans, dovelike sighs,",13
"184",11,"A Cradle Song","Songs of Innocence",4,"Chase not slumber from thy eyes!",14
"185",11,"A Cradle Song","Songs of Innocence",4,"Sweet moans, sweeter smiles,",15
"186",11,"A Cradle Song","Songs of Innocence",4,"All the dovelike moans beguiles.",16
"187",11,"A Cradle Song","Songs of Innocence",5,"Sleep, sleep, happy child!",17
"188",11,"A Cradle Song","Songs of Innocence",5,"All creation slept and smiled.",18
"189",11,"A Cradle Song","Songs of Innocence",5,"Sleep, sleep, happy sleep,",19
"190",11,"A Cradle Song","Songs of Innocence",5,"While o’er thee thy mother weep.",20
"191",11,"A Cradle Song","Songs of Innocence",6,"Sweet babe, in thy face",21
"192",11,"A Cradle Song","Songs of Innocence",6,"Holy image I can trace;",22
"193",11,"A Cradle Song","Songs of Innocence",6,"Sweet babe, once like thee",23
"194",11,"A Cradle Song","Songs of Innocence",6,"Thy Maker lay, and wept for me:",24
"195",11,"A Cradle Song","Songs of Innocence",7,"Wept for me, for thee, for all,",25
"196",11,"A Cradle Song","Songs of Innocence",7,"When He was an infant small.",26
"197",11,"A Cradle Song","Songs of Innocence",7,"Thou His image ever see,",27
"198",11,"A Cradle Song","Songs of Innocence",7,"Heavenly face that smiles on thee!",28
"199",11,"A Cradle Song","Songs of Innocence",8,"Smiles on thee, on me, on all,",29
"200",11,"A Cradle Song","Songs of Innocence",8,"Who became an infant small;",30
"201",11,"A Cradle Song","Songs of Innocence",8,"Infant smiles are His own smiles;",31
"202",11,"A Cradle Song","Songs of Innocence",8,"Heaven and earth to peace beguiles.",32
"203",12,"The Divine Image","Songs of Innocence",1,"To Mercy, Pity, Peace, and Love,",1
"204",12,"The Divine Image","Songs of Innocence",1,"All pray in their distress,",2
"205",12,"The Divine Image","Songs of Innocence",1,"And to these virtues of delight",3
"206",12,"The Divine Image","Songs of Innocence",1,"Return their thankfulness.",4
"207",12,"The Divine Image","Songs of Innocence",2,"For Mercy, Pity, Peace, and Love,",5
"208",12,"The Divine Image","Songs of Innocence",2,"Is God our Father dear;",6
"209",12,"The Divine Image","Songs of Innocence",2,"And Mercy, Pity, Peace, and Love,",7
"210",12,"The Divine Image","Songs of Innocence",2,"Is man, His child and care.",8
"211",12,"The Divine Image","Songs of Innocence",3,"For Mercy has a human heart;",9
"212",12,"The Divine Image","Songs of Innocence",3,"Pity, a human face;",10
"213",12,"The Divine Image","Songs of Innocence",3,"And Love, the human form divine:",11
"214",12,"The Divine Image","Songs of Innocence",3,"And Peace the human dress.",12
"215",12,"The Divine Image","Songs of Innocence",4,"Then every man, of every clime,",13
"216",12,"The Divine Image","Songs of Innocence",4,"That prays in his distress,",14
"217",12,"The Divine Image","Songs of Innocence",4,"Prays to the human form divine:",15
"218",12,"The Divine Image","Songs of Innocence",4,"Love, Mercy, Pity, Peace.",16
"219",12,"The Divine Image","Songs of Innocence",5,"And all must love the human form,",17
"220",12,"The Divine Image","Songs of Innocence",5,"In heathen, Turk, or Jew.",18
"221",12,"The Divine Image","Songs of Innocence",5,"Where Mercy, Love, and Pity dwell,",19
"222",12,"The Divine Image","Songs of Innocence",5,"There God is dwelling too.",20
"223",13,"Holy Thursday","Songs of Innocence",1,"’Twas on a holy Thursday, their innocent faces clean,",1
"224",13,"Holy Thursday","Songs of Innocence",1,"The children walking two and two, in red, and blue, and green:",2
"225",13,"Holy Thursday","Songs of Innocence",1,"Grey-headed beadles walked before, with wands as white as snow,",3
"226",13,"Holy Thursday","Songs of Innocence",1,"Till into the high dome of Paul’s they like Thames waters flow.",4
"227",13,"Holy Thursday","Songs of Innocence",2,"O what a multitude they seemed, these flowers of London town!",5
"228",13,"Holy Thursday","Songs of Innocence",2,"Seated in companies they sit, with radiance all their own.",6
"229",13,"Holy Thursday","Songs of Innocence",2,"The hum of multitudes was there, but multitudes of lambs,",7
"230",13,"Holy Thursday","Songs of Innocence",2,"Thousands of little boys and girls raising their innocent hands.",8
"231",13,"Holy Thursday","Songs of Innocence",3,"Now like a mighty wind they raise to heaven the voice of song,",9
"232",13,"Holy Thursday","Songs of Innocence",3,"Or like harmonious thunderings the seats of heaven among:",10
"233",13,"Holy Thursday","Songs of Innocence",3,"Beneath them sit the aged men, wise guardians of the poor.",11
"234",13,"Holy Thursday","Songs of Innocence",3,"Then cherish pity, lest you drive an angel from your door.",12
"235",14,"Night","Songs of Innocence",1,"The sun descending in the West,",1
"236",14,"Night","Songs of Innocence",1,"The evening star does shine;",2
"237",14,"Night","Songs of Innocence",1,"The birds are silent in their nest,",3
"238",14,"Night","Songs of Innocence",1,"And I must seek for mine.",4
"239",14,"Night","Songs of Innocence",1,"The moon, like a flower",5
"240",14,"Night","Songs of Innocence",1,"In heaven’s high bower,",6
"241",14,"Night","Songs of Innocence",1,"With silent delight,",7
"242",14,"Night","Songs of Innocence",1,"Sits and smiles on the night.",8
"243",14,"Night","Songs of Innocence",2,"Farewell, green fields and happy groves,",9
"244",14,"Night","Songs of Innocence",2,"Where flocks have took delight,",10
"245",14,"Night","Songs of Innocence",2,"Where lambs have nibbled, silent moves",11
"246",14,"Night","Songs of Innocence",2,"The feet of angels bright;",12
"247",14,"Night","Songs of Innocence",2,"Unseen, they pour blessing,",13
"248",14,"Night","Songs of Innocence",2,"And joy without ceasing,",14
"249",14,"Night","Songs of Innocence",2,"On each bud and blossom,",15
"250",14,"Night","Songs of Innocence",2,"And each sleeping bosom.",16
"251",14,"Night","Songs of Innocence",3,"They look in every thoughtless nest",17
"252",14,"Night","Songs of Innocence",3,"Where birds are covered warm;",18
"253",14,"Night","Songs of Innocence",3,"They visit caves of every beast,",19
"254",14,"Night","Songs of Innocence",3,"To keep them all from harm:",20
"255",14,"Night","Songs of Innocence",3,"If they see any weeping",21
"256",14,"Night","Songs of Innocence",3,"That should have been sleeping,",22
"257",14,"Night","Songs of Innocence",3,"They pour sleep on their head,",23
"258",14,"Night","Songs of Innocence",3,"And sit down by their bed.",24
"259",14,"Night","Songs of Innocence",4,"When wolves and tigers howl for prey,",25
"260",14,"Night","Songs of Innocence",4,"They pitying stand and weep;",26
"261",14,"Night","Songs of Innocence",4,"Seeking to drive their thirst away,",27
"262",14,"Night","Songs of Innocence",4,"And keep them from the sheep.",28
"263",14,"Night","Songs of Innocence",4,"But, if they rush dreadful,",29
"264",14,"Night","Songs of Innocence",4,"The angels, most heedful,",30
"265",14,"Night","Songs of Innocence",4,"Receive each mild spirit,",31
"266",14,"Night","Songs of Innocence",4,"New worlds to inherit.",32
"267",14,"Night","Songs of Innocence",5,"And there the lion’s ruddy eyes",33
"268",14,"Night","Songs of Innocence",5,"Shall flow with tears of gold:",34
"269",14,"Night","Songs of Innocence",5,"And pitying the tender cries,",35
"270",14,"Night","Songs of Innocence",5,"And walking round the fold:",36
"271",14,"Night","Songs of Innocence",5,"Saying: ‘Wrath by His meekness,",37
"272",14,"Night","Songs of Innocence",5,"And, by His health, sickness,",38
"273",14,"Night","Songs of Innocence",5,"Is driven away",39
"274",14,"Night","Songs of Innocence",5,"From our immortal day.",40
"275",14,"Night","Songs of Innocence",6,"‘And now beside thee, bleating lamb,",41
"276",14,"Night","Songs of Innocence",6,"I can lie down and sleep,",42
"277",14,"Night","Songs of Innocence",6,"Or think on Him who bore thy name,",43
"278",14,"Night","Songs of Innocence",6,"Graze after thee, and weep.",44
"279",14,"Night","Songs of Innocence",6,"For, washed in life’s river,",45
"280",14,"Night","Songs of Innocence",6,"My bright mane for ever",46
"281",14,"Night","Songs of Innocence",6,"Shall shine like the gold,",47
"282",14,"Night","Songs of Innocence",6,"As I guard o’er the fold.",48
"283",15,"Spring","Songs of Innocence",1,"Sound the flute!",1
"284",15,"Spring","Songs of Innocence",1,"Now it’s mute!",2
"285",15,"Spring","Songs of Innocence",1,"Birds delight,",3
"286",15,"Spring","Songs of Innocence",1,"Day and night,",4
"287",15,"Spring","Songs of Innocence",1,"Nightingale,",5
"288",15,"Spring","Songs of Innocence",1,"In the dale,",6
"289",15,"Spring","Songs of Innocence",1,"Lark in sky,—",7
"290",15,"Spring","Songs of Innocence",1,"Merrily,",8
"291",15,"Spring","Songs of Innocence",1,"Merrily, merrily to welcome in the year.",9
"292",15,"Spring","Songs of Innocence",2,"Little boy,",10
"293",15,"Spring","Songs of Innocence",2,"Full of joy;",11
"294",15,"Spring","Songs of Innocence",2,"Little girl,",12
"295",15,"Spring","Songs of Innocence",2,"Sweet and small;",13
"296",15,"Spring","Songs of Innocence",2,"Cock does crow,",14
"297",15,"Spring","Songs of Innocence",2,"So do you;",15
"298",15,"Spring","Songs of Innocence",2,"Merry voice,",16
"299",15,"Spring","Songs of Innocence",2,"Infant noise;",17
"300",15,"Spring","Songs of Innocence",2,"Merrily, merrily to welcome in the year.",18
"301",15,"Spring","Songs of Innocence",3,"Little lamb,",19
"302",15,"Spring","Songs of Innocence",3,"Here I am;",20
"303",15,"Spring","Songs of Innocence",3,"Come and lick",21
"304",15,"Spring","Songs of Innocence",3,"My white neck;",22
"305",15,"Spring","Songs of Innocence",3,"Let me pull",23
"306",15,"Spring","Songs of Innocence",3,"Your soft wool;",24
"307",15,"Spring","Songs of Innocence",3,"Let me kiss",25
"308",15,"Spring","Songs of Innocence",3,"Your soft face;",26
"309",15,"Spring","Songs of Innocence",3,"Merrily, merrily we welcome in the year.",27
"310",16,"Nurse’s Song","Songs of Innocence",1,"When voices of children are heard on the green,",1
"311",16,"Nurse’s Song","Songs of Innocence",1,"And laughing is heard on the hill,",2
"312",16,"Nurse’s Song","Songs of Innocence",1,"My heart is at rest within my breast,",3
"313",16,"Nurse’s Song","Songs of Innocence",1,"And everything else is still.",4
"314",16,"Nurse’s Song","Songs of Innocence",2,"‘Then come home, my children, the sun is gone down,",5
"315",16,"Nurse’s Song","Songs of Innocence",2,"And the dews of night arise;",6
"316",16,"Nurse’s Song","Songs of Innocence",2,"Come, come, leave off play, and let us away,",7
"317",16,"Nurse’s Song","Songs of Innocence",2,"Till the morning appears in the skies.’",8
"318",16,"Nurse’s Song","Songs of Innocence",3,"‘No, no, let us play, for it is yet day,",9
"319",16,"Nurse’s Song","Songs of Innocence",3,"And we cannot go to sleep;",10
"320",16,"Nurse’s Song","Songs of Innocence",3,"Besides, in the sky the little birds fly,",11
"321",16,"Nurse’s Song","Songs of Innocence",3,"And the hills are all covered with sheep.’",12
"322",16,"Nurse’s Song","Songs of Innocence",4,"‘Well, well, go and play till the light fades away,",13
"323",16,"Nurse’s Song","Songs of Innocence",4,"And then go home to bed.’",14
"324",16,"Nurse’s Song","Songs of Innocence",4,"The little ones leaped, and shouted, and laughed,",15
"325",16,"Nurse’s Song","Songs of Innocence",4,"And all the hills echoèd.",16
"326",17,"Infant Joy","Songs of Innocence",1,"‘I have no name;",1
"327",17,"Infant Joy","Songs of Innocence",1,"I am but two days old.’",2
"328",17,"Infant Joy","Songs of Innocence",1,"What shall I call thee?",3
"329",17,"Infant Joy","Songs of Innocence",1,"‘I happy am,",4
"330",17,"Infant Joy","Songs of Innocence",1,"Joy is my name.’",5
"331",17,"Infant Joy","Songs of Innocence",1,"Sweet joy befall thee!",6
"332",17,"Infant Joy","Songs of Innocence",2,"Pretty joy!",7
"333",17,"Infant Joy","Songs of Innocence",2,"Sweet joy, but two days old.",8
"334",17,"Infant Joy","Songs of Innocence",2,"Sweet joy I call thee:",9
"335",17,"Infant Joy","Songs of Innocence",2,"Thou dost smile,",10
"336",17,"Infant Joy","Songs of Innocence",2,"I sing the while;",11
"337",17,"Infant Joy","Songs of Innocence",2,"Sweet joy befall thee!",12
"338",18,"A Dream","Songs of Innocence",1,"Once a dream did weave a shade",1
"339",18,"A Dream","Songs of Innocence",1,"O’er my angel-guarded bed,",2
"340",18,"A Dream","Songs of Innocence",1,"That an emmet lost its way",3
"341",18,"A Dream","Songs of Innocence",1,"Where on grass methought I lay.",4
"342",18,"A Dream","Songs of Innocence",2,"Troubled, wildered, and forlorn,",5
"343",18,"A Dream","Songs of Innocence",2,"Dark, benighted, travel-worn,",6
"344",18,"A Dream","Songs of Innocence",2,"Over many a tangled spray,",7
"345",18,"A Dream","Songs of Innocence",2,"All heart-broke, I heard her say:",8
"346",18,"A Dream","Songs of Innocence",3,"‘O my children! do they cry,",9
"347",18,"A Dream","Songs of Innocence",3,"Do they hear their father sigh?",10
"348",18,"A Dream","Songs of Innocence",3,"Now they look abroad to see,",11
"349",18,"A Dream","Songs of Innocence",3,"Now return and weep for me.’",12
"350",18,"A Dream","Songs of Innocence",4,"Pitying, I dropped a tear:",13
"351",18,"A Dream","Songs of Innocence",4,"But I saw a glow-worm near,",14
